,path,time_scraped,canopy_moisture,dz,extent,extent_fmt,fire_grid,fuel,ignition,output,resolution,resolution_units,run_binary,run_end,run_max_mem_rss_bytes,run_start,seed,sim_time,surface_moisture,threads,timestep,topo,wind_direction,wind_speed
1499,burnpro3d/d/8e/7f/run_8e7f5eee-abc0-47cf-b868-65a29277968d,2023-07-28T10:19:23.972201,0.9,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-21T14:08:12.959042-07:00,2462100,2023-07-21T13:15:37.987711-07:00,-1,5918,0.25,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,6.705
1520,burnpro3d/d/8e/b8/run_8eb8d4c6-eb21-4f5b-9877-7a5d988fbff9,2023-07-28T10:19:23.972201,1.1,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T18:23:39.851095-07:00,2565416,2023-06-19T13:30:04.961023-07:00,-1,6906,0.1,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",240.0,2.235
1525,burnpro3d/d/8e/c5/run_8ec5d364-3de0-4ffa-90f5-ea17c63c2e35,2023-07-28T10:19:23.972201,0.3,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T10:58:34.026444-07:00,2658596,2023-06-06T10:24:59.535542-07:00,-1,4225,0.3,1,600,,90.0,15.0
1557,burnpro3d/d/8f/1f/run_8f1f51f9-236c-4ae6-a30d-f62f48674558,2023-07-28T10:19:23.972201,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-22T18:41:06.771408-07:00,2469860,2023-06-22T14:54:25.986601-07:00,-1,11382,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",180.0,1.788
1596,burnpro3d/d/8f/74/run_8f74fdfe-d4ac-4acd-9cc5-3240653491ad,2023-07-28T10:19:23.972201,1.2,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-16T19:36:29.775212-07:00,4230232,2023-06-16T13:24:38.385123-07:00,-1,6640,0.1,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",90.0,2.235
1597,burnpro3d/d/8f/75/run_8f75829b-6aa2-4b20-b030-9d782a1cbe35,2023-07-28T10:19:23.972201,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-18T16:51:49.813598-07:00,1336912,2023-07-18T16:05:03.893459-07:00,-1,5945,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,2.235
1603,burnpro3d/d/8f/7d/run_8f7dfd55-018a-4e10-8da1-556b539b73a4,2023-07-28T10:19:23.972201,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-22T17:40:55.406770-07:00,2471292,2023-06-22T15:16:55.627787-07:00,-1,11382,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",180.0,4.47
1620,burnpro3d/d/8f/be/run_8fbe1fdf-58e2-4832-980c-dbcb4d491fcd,2023-07-28T10:19:23.972201,1.1,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T11:42:11.841084-07:00,2551728,2023-06-19T09:17:09.999857-07:00,-1,7313,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",270.0,6.705
1632,burnpro3d/d/8f/f6/run_8ff6e0ac-17ae-40b0-a7d0-bee256437000,2023-07-28T10:19:23.972201,0.9,,"[-1959092.0, 1310426.0, -1958552.0, 1309880.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T19:12:41.835802-07:00,451844,2023-06-23T18:50:05.151194-07:00,-1,11719,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,4.47
1637,burnpro3d/d/90/08/run_900882cd-a73a-4299-8f4d-413e524a6865,2023-07-28T10:19:23.972201,1.2,,"[-2022368.0, 1580996.0, -2021710.0, 1580178.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-13T13:30:31.893059-07:00,646900,2023-07-13T13:07:46.491788-07:00,-1,5295,0.05,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",230.0,2.682
1649,burnpro3d/d/90/2a/run_902a2b94-70d6-4c6c-9845-3e47ac612700,2023-07-28T10:19:23.972201,0.5,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T13:45:47.700044-07:00,2659472,2023-06-06T12:35:09.687174-07:00,-1,4225,0.2,1,600,,60.0,15.0
1668,burnpro3d/d/90/6e/run_906e6aef-a7b4-4ff6-8e6d-1f3fc8fc40ec,2023-07-28T10:19:23.972201,1.1,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T15:01:06.256927-07:00,516624,2023-07-10T14:49:33.049202-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,4.47
1688,burnpro3d/d/90/9f/run_909f263e-f02a-4f20-a553-bd93756fa366,2023-07-28T10:19:23.972201,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:58:34.038043-07:00,516640,2023-07-10T14:49:15.802285-07:00,-1,4228,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,4.47
1708,burnpro3d/d/90/ee/run_90ee66df-f67f-415d-97c9-49510cab3cb7,2023-07-28T10:19:23.972201,1.0,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-15T13:20:19.357631-07:00,2470084,2023-06-15T11:08:52.524642-07:00,-1,11382,0.12,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",90.0,2.682
1716,burnpro3d/d/91/02/run_910254e1-cbd7-4a76-a879-85d702e1596f,2023-07-28T10:19:23.972201,0.4,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-05T15:49:10.303373-07:00,2660140,2023-06-05T15:09:37.934801-07:00,-1,4225,0.1,1,600,,180.0,5.0
1720,burnpro3d/d/91/0c/run_910cd36e-1294-4cf2-b643-79b7f7bb92f3,2023-07-28T10:19:23.972201,1.0,,"[-2011072.0, 1581140.0, -2010524.0, 1580484.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-10T14:32:06.667969-07:00,516868,2023-07-10T14:22:57.136501-07:00,-1,4235,0.07,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",240.0,6.705
1735,burnpro3d/d/91/33/run_91337841-2979-4e79-96b6-c4ce759909fb,2023-07-28T10:19:23.972201,0.9,,"[123782.0, 1223754.0, 124586.0, 1222950.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-13T12:21:31.381035-07:00,2456512,2023-07-13T12:11:48.889470-07:00,-1,9396,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,2.235
1742,burnpro3d/d/91/3a/run_913a21ff-4e52-44f0-a5ea-280ea89cc272,2023-07-28T10:19:23.972201,0.5,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-06T11:34:50.048489-07:00,2659364,2023-06-06T10:24:50.718149-07:00,-1,4225,0.2,1,600,,120.0,10.0
1772,burnpro3d/d/91/83/run_91831175-159c-4760-ab8a-68ffd4586e0b,2023-07-28T10:19:23.972201,0.9,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-07-14T15:07:31.728310-07:00,1339884,2023-07-14T14:11:16.574895-07:00,-1,4669,0.05,1,600,,270.0,3.0
1779,burnpro3d/d/91/91/run_9191cad4-1e78-4ba3-a404-92a74d3f3b6b,2023-07-28T10:19:23.972201,1.1,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T16:22:28.835500-07:00,2565488,2023-06-19T13:20:33.580400-07:00,-1,6906,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",270.0,4.47
1799,burnpro3d/d/91/b9/run_91b9fbe4-8c18-40ff-a6d3-fd5445a7f4f8,2023-07-28T10:19:23.972201,0.9,,"[-2048102.0, 1866760.0, -2047106.0, 1865848.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-28T15:37:55.211112-07:00,4673580,2023-06-28T11:11:19.352430-07:00,-1,6910,0.2,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",210.0,6.705
1800,burnpro3d/d/91/bb/run_91bb76de-ba5e-4e09-bc57-1ffa7aae4e95,2023-07-28T10:19:23.972201,1.0,,"[-2097480.0, 2037504.0, -2096674.0, 2036700.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T18:37:53.749661-07:00,3919504,2023-06-23T15:25:46.915065-07:00,-1,27251,0.1,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",120.0,4.47
1803,burnpro3d/d/91/bd/run_91bd7c2b-91c7-4215-ba1d-1288e0cfb2fe,2023-07-28T10:19:23.972201,0.9,,"[-1398056.0, 2815704.0, -1397036.0, 2814900.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-19T15:33:10.792486-07:00,2565472,2023-06-19T13:15:27.544759-07:00,-1,6906,0.1,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",270.0,4.47
1811,burnpro3d/d/91/de/run_91de8cd7-e629-41ce-bde4-26732b7b81fd,2023-07-28T10:19:23.972201,0.5,,"[-2126863, 2649938, -2126015, 2648970]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2, 2, 1]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-05T15:49:49.682064-07:00,2659624,2023-06-05T15:09:39.718548-07:00,-1,4225,0.1,1,600,,180.0,5.0
1816,burnpro3d/d/91/f0/run_91f00434-51f3-4b59-ae9e-243f93491c5b,2023-07-28T10:19:23.972201,0.9,,"[-2022346.0, 1581420.0, -2020914.0, 1580036.0]","[[x1, y1], [x2, y2]]",,,,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-06-23T17:26:22.594541-07:00,2428192,2023-06-23T14:18:36.995921-07:00,-1,13493,0.15,1,600,"{'topo_calcs': False, 'total_startup_iters': 500}",60.0,6.705
